,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
32:21.4,0.0010621,2.812978571,1.606212548,-2.810177318,0.063404395,0.193710603
46:10.2,0.0010753,2.784737399,1.606212548,-2.781876804,0.063404395,0.196047599
50:42.0,0.0010816,2.706759578,1.606207312,-2.70371747,0.063404403,0.201880489
18:19.4,0.0011102,2.649107863,1.606200331,-2.645929618,0.063404413,0.206549245
48:16.0,0.0011175,2.600030949,1.606200331,-2.596753221,0.063404422,0.210338355
36:39.7,0.0011381,2.542194229,1.606195095,-2.538787346,0.063404438,0.214713895
04:17.1,0.0011425,2.479165153,1.60619684,-2.475636098,0.06340445,0.219377415
59:38.6,0.00116,2.462668301,1.606202076,-2.459046743,0.063404461,0.221129726
48:02.3,0.001167,2.405219044,1.606202076,-2.4015172,0.063404469,0.225505266
36:25.9,0.0011834,2.350965484,1.606209057,-2.347171138,0.063404483,0.229882552
24:49.6,0.0011855,2.29435922,1.606212548,-2.290453173,0.063404494,0.234265074
08:34.7,0.0012059,2.224720583,1.606214293,-2.220673164,0.063404518,0.240392925
56:58.3,0.0012091,2.171278601,1.60622302,-2.167171842,0.063404537,0.244778937
13:06.1,0.0012209,2.15417612,1.606230001,-2.14999082,0.063404546,0.246241523
01:29.7,0.0012284,2.107649133,1.606233492,-2.103383548,0.063404565,0.250620554
29:06.7,0.0012343,2.049695475,1.606235237,-2.04540371,0.06340458,0.25528931
17:30.2,0.0012377,1.99433014,1.606230001,-1.989963327,0.063404602,0.259670086
22:01.5,0.0012469,1.923495953,1.606221275,-1.919020928,0.063404626,0.265504722
10:24.8,0.0012484,1.878522309,1.606219529,-1.874001906,0.063404644,0.269882008
58:48.2,0.0012587,1.83471978,1.606207312,-1.830143527,0.063404662,0.274254057
07:58.0,0.0012618,1.785410738,1.606209057,-1.780817032,0.063404673,0.278338128
17:07.8,0.0012674,1.735003884,1.606203821,-1.730387488,0.063404681,0.282420453
05:31.2,0.0012694,1.683185059,1.606207312,-1.678542483,0.063404686,0.286795993
40:06.0,0.0012753,1.664155734,1.606209057,-1.659479997,0.06340469,0.288839774
07:43.0,0.0012915,1.616539661,1.606207312,-1.611876141,0.063404675,0.29350853
16:53.5,0.0012833,1.534954245,1.606207312,-1.530391955,0.063404496,0.297597836
05:17.9,0.001296,1.516860417,1.606216039,-1.512195152,0.06340432,0.301987339
30:36.6,0.0012956,1.434931171,1.606214293,-1.430257179,0.063404211,0.307527014
19:00.6,0.0012748,1.400340491,1.606214293,-1.395706642,0.063404175,0.311911281
46:38.2,0.0012778,1.341137177,1.606209057,-1.336546961,0.063404178,0.316580037
02:46.3,0.0012793,1.326020881,1.606214293,-1.321416702,0.063404181,0.318040878
09:37.4,0.0012763,1.276818304,1.606209057,-1.272273466,0.06340419,0.322999358
53:22.9,0.0012751,1.198442548,1.606200331,-1.193939599,0.06340421,0.329125464
41:46.8,0.0012724,1.151236628,1.606189859,-1.146775566,0.063404225,0.333495768
11:43.5,0.0012678,1.108668047,1.60619684,-1.104276799,0.063404238,0.337291859
00:07.4,0.0012659,1.052691848,1.606193349,-1.048366922,0.06340425,0.341663909
55:28.9,0.0012641,1.031606525,1.606195095,-1.027323487,0.063404252,0.343414474
43:52.7,0.0012537,0.989592959,1.60619684,-0.985362281,0.06340427,0.347788269
32:16.5,0.0012443,0.936793259,1.606200331,-0.932621922,0.063404287,0.352169046
20:40.2,0.0012394,0.879396361,1.60619684,-0.875382104,0.063404296,0.356542841
09:04.0,0.001228,0.834450642,1.606205567,-0.830523651,0.063404309,0.360920127
52:49.2,0.0012173,0.753551141,1.606202076,-0.749744577,0.063404334,0.367051468
01:59.3,0.0012161,0.703500334,1.606200331,-0.699803726,0.063404349,0.371140775
50:22.9,0.0012034,0.648450904,1.606207312,-0.644867743,0.063404362,0.375521551
45:44.4,0.0011977,0.632439253,1.606203821,-0.628889253,0.063404368,0.377268626
13:21.6,0.0011805,0.575353024,1.606200331,-0.571928688,0.063404382,0.381939127
17:53.0,0.0011716,0.501150351,1.60619684,-0.497912765,0.063404394,0.387766781
06:16.6,0.0011563,0.44779389,1.606189859,-0.444664515,0.063404411,0.392142322
54:40.2,0.0011438,0.399081751,1.606175896,-0.396076294,0.063404419,0.396509135
43:03.7,0.0011282,0.343187581,1.606182877,-0.340311279,0.063404424,0.400881185
38:25.2,0.0011232,0.322091787,1.606181132,-0.319257372,0.063404428,0.40262826
06:02.3,0.0011044,0.261940759,1.606179387,-0.259266915,0.063404428,0.407290034
49:47.3,0.0010953,0.181009842,1.606177641,-0.178515767,0.063404432,0.413409159
38:10.9,0.001077,0.123525678,1.606182877,-0.121160757,0.06340443,0.417786444
33:32.3,0.0010708,0.099672263,1.606182877,-0.097342248,0.063404432,0.419535264
21:55.9,0.0010518,0.044813074,1.606184623,-0.04259127,0.063404428,0.423916041
10:19.5,0.0010437,6.269521124,1.606181132,-6.267437201,0.063404429,0.42828809
58:43.0,0.0010174,6.212530888,1.606175896,-6.210583101,0.063404434,0.432665376
03:14.4,0.0010114,6.129842424,1.606172405,-6.128036009,0.063404443,0.438487795
30:51.6,0.000998,6.069078787,1.606165424,-6.067389308,0.063404451,0.443151314
40:01.5,0.0009807,6.009954013,1.606154952,-6.008381471,0.063404459,0.447230149
35:22.9,0.0009706,5.987741207,1.606156697,-5.986179138,0.063404464,0.448977223
23:46.5,0.0009561,5.918884478,1.606149716,-5.917439345,0.063404469,0.453347528
51:23.5,0.0009339,5.848727478,1.60614448,-5.847408009,0.063404477,0.458009302
35:08.5,0.0009296,5.759940833,1.606140989,-5.758745283,0.06340449,0.464123191
23:31.9,0.0009136,5.689138062,1.606149716,-5.688055958,0.063404503,0.468490004
18:53.3,0.0009042,5.657685483,1.606149716,-5.656605124,0.06340451,0.470235334
46:30.3,0.0008868,5.580107343,1.606153207,-5.579109015,0.063404519,0.474902344
30:15.2,0.0008778,5.485746117,1.606156697,-5.484904869,0.063404532,0.481023214
18:38.6,0.0008584,5.405738479,1.606163679,-5.404953081,0.063404541,0.485398754
14:00.0,0.0008531,5.373271864,1.606161933,-5.372488211,0.063404546,0.487145829
41:37.0,0.0008471,5.304518109,1.606156697,-5.303778089,0.063404562,0.491811094
25:21.9,0.0008253,5.19474039,1.606149716,-5.194146978,0.063404547,0.497928473
13:45.5,0.0008232,5.117750426,1.606140989,-5.117158759,0.06340452,0.502293541
09:06.9,0.0008226,5.090057287,1.606146225,-5.089514489,0.063404511,0.504040616
13:38.5,0.0008172,5.008820937,1.606140989,-5.008278139,0.063404481,0.509859544
20:29.2,0.0008102,4.902429156,1.606134008,-4.901914284,0.063404485,0.514805807
08:52.8,0.0008011,4.820459768,1.606130518,-4.819941405,0.063404489,0.519167385
34:10.7,0.0008022,4.727208571,1.606128772,-4.726702426,0.063404493,0.524696588
22:34.3,0.0007991,4.652234462,1.606125282,-4.651717845,0.063404496,0.529061656
10:57.9,0.0007971,4.568196859,1.606135753,-4.567655807,0.063404497,0.533435451
54:43.0,0.0007975,4.454581161,1.606134008,-4.454005202,0.063404494,0.539551085
01:33.8,0.0007981,4.362040313,1.606128772,-4.361427702,0.06340449,0.544500839
10:43.9,0.0008022,4.28767707,1.606125282,-4.28701559,0.063404491,0.548579673
26:51.8,0.0008026,4.264394377,1.606127027,-4.263715444,0.063404494,0.550031787
54:29.0,0.0008114,4.171345639,1.606116555,-4.170588166,0.063404504,0.554688326
59:00.5,0.0008135,4.078092697,1.606109574,-4.077298572,0.063404503,0.560503763
05:51.3,0.0008275,3.983370188,1.606100847,-3.982471343,0.063404517,0.56544828
15:01.3,0.0008319,3.911576069,1.606097356,-3.910612647,0.063404524,0.569516643
10:22.8,0.0008404,3.870454367,1.606100847,-3.869435094,0.06340453,0.571263717
37:59.9,0.000855,3.792900661,1.606100847,-3.791802849,0.063404538,0.575911529
42:31.4,0.0008707,3.695600301,1.606102592,-3.694396024,0.063404551,0.581726966
10:08.5,0.0008753,3.625375233,1.606097356,-3.624057509,0.063404564,0.586380014
58:32.1,0.0008892,3.553624747,1.606102592,-3.552226739,0.063404575,0.590745083
07:42.1,0.0008955,3.493814059,1.606097356,-3.492290387,0.063404588,0.594820426
03:03.5,0.0009047,3.459671928,1.606102592,-3.458095896,0.063404593,0.596569246
46:48.5,0.0009179,3.373773804,1.606104338,-3.372059891,0.063404603,0.602677899
53:39.1,0.0009358,3.297427867,1.606102592,-3.295609233,0.063404615,0.607629398
02:49.0,0.000948,3.238943629,1.606102592,-3.236994096,0.06340463,0.611702996
51:12.5,0.0009639,3.168760449,1.606095611,-3.166711432,0.063404639,0.616064574
07:20.3,0.0009671,3.146762319,1.606093866,-3.144653961,0.063404641,0.617518433
34:57.4,0.000989,3.081665028,1.60609212,-3.079415299,0.063404653,0.622166245
00:15.1,0.0010039,3.001913954,1.606081648,-2.999522852,0.063404659,0.627684976
27:52.2,0.001017,2.93545007,1.606079903,-2.932914107,0.063404663,0.632331043
55:29.2,0.0010337,2.871539604,1.606078158,-2.868858778,0.063404668,0.636978854
43:52.7,0.0010453,2.808280145,1.606083394,-2.805492854,0.063404669,0.641342178
09:10.4,0.001058,2.73327113,1.606083394,-2.730314542,0.063404669,0.646864399
18:20.4,0.0010718,2.677310638,1.606086884,-2.674240604,0.063404669,0.650936252
16:01.1,0.0010821,2.66857701,1.606093866,-2.665484287,0.063404666,0.651814153
20:32.4,0.0010973,2.589574682,1.606099102,-2.58630568,0.063404663,0.65762959
48:09.4,0.0011187,2.536549834,1.606097356,-2.533153423,0.063404661,0.662287874
15:46.5,0.0011304,2.473941383,1.606093866,-2.470424544,0.06340466,0.666937431
22:37.1,0.0011411,2.409378163,1.606095611,-2.405737406,0.063404662,0.671883694
20:17.8,0.001148,2.398410514,1.60608863,-2.394733105,0.063404664,0.672749377
04:02.6,0.0011684,2.324591813,1.606074667,-2.32075558,0.063404677,0.678854539
10:53.1,0.0011815,2.262669277,1.606067686,-2.258738795,0.063404685,0.683785094
20:03.0,0.0011916,2.216227811,1.606069431,-2.212183883,0.063404695,0.687851712
36:10.7,0.0011975,2.199746667,1.60606594,-2.195667832,0.063404702,0.689300335
24:34.1,0.0012078,2.147271597,1.606067686,-2.143103751,0.063404713,0.693660167
12:57.4,0.0012197,2.09608109,1.606069431,-2.091834704,0.063404721,0.698013018
56:42.1,0.0012323,2.022965757,1.606074667,-2.018618142,0.063404737,0.704116435
03:32.4,0.0012404,1.961015296,1.60608863,-1.956606594,0.06340475,0.709060953
31:09.2,0.0012526,1.913978672,1.606100847,-1.909501903,0.063404765,0.713712255
19:32.5,0.0012539,1.858246819,1.606099102,-1.853726416,0.063404775,0.718073833
56:26.7,0.0012602,1.849153653,1.606102592,-1.844594853,0.06340478,0.719239713
00:57.6,0.0012583,1.776724235,1.606100847,-1.772123547,0.063404795,0.72505515
49:20.8,0.001265,1.728642159,1.606093866,-1.724025763,0.063404807,0.729413237
35:24.6,0.0012762,1.670981717,1.606086884,-1.666349613,0.063404799,0.734643989
03:01.6,0.0012722,1.609034745,1.606076412,-1.604407878,0.063404741,0.739284819
00:42.3,0.0012658,1.584409895,1.606071176,-1.579994212,0.063404688,0.740155739
44:27.7,0.0012633,1.559732685,1.606067686,-1.555168649,0.063404521,0.746255664
32:51.6,0.0012719,1.492609067,1.606067686,-1.487956019,0.063404454,0.750610261
21:15.3,0.0012785,1.444930162,1.60606245,-1.440291077,0.063404453,0.754966603
30:25.3,0.0012761,1.397307108,1.606058959,-1.392694203,0.063404455,0.759031474
18:49.0,0.0012744,1.344294478,1.606064195,-1.339706007,0.063404453,0.763389562
14:10.5,0.0012726,1.32734384,1.60606594,-1.322739662,0.063404458,0.765133145
02:34.1,0.0012746,1.270086569,1.606072922,-1.265541731,0.063404455,0.769492978
46:19.2,0.0012727,1.195742524,1.606074667,-1.191265754,0.063404456,0.775603376
34:42.8,0.0012734,1.145752803,1.606076412,-1.141321412,0.063404454,0.779961463
39:14.2,0.0012671,1.076281718,1.606083394,-1.071942829,0.063404455,0.785782136
09:10.7,0.001264,1.045047306,1.606083394,-1.040759032,0.063404463,0.789559028
46:04.9,0.0012597,1.037268373,1.606085139,-1.032973118,0.063404466,0.790724908
52:55.6,0.0012554,0.977269189,1.606081648,-0.973099598,0.063404471,0.795660699
41:19.1,0.0012474,0.927960147,1.606076412,-0.923860369,0.063404479,0.800020532
48:09.8,0.00124,0.86367269,1.606071176,-0.859654942,0.063404491,0.804954578
15:46.8,0.0012253,0.812841721,1.606071176,-0.808939164,0.063404505,0.80960588
24:56.7,0.0012185,0.762420904,1.606071176,-0.758635285,0.063404515,0.813670752
11:00.8,0.0012082,0.696934405,1.606078158,-0.693281431,0.063404525,0.818901504
47:55.1,0.0012036,0.684507661,1.606076412,-0.680856432,0.06340453,0.820062148
52:26.3,0.0011921,0.613624604,1.606081648,-0.610146163,0.06340454,0.825877585
20:03.2,0.0011747,0.558795085,1.606090375,-0.555395184,0.063404557,0.830527142
08:26.6,0.0011627,0.50612803,1.606097356,-0.50289568,0.063404567,0.83489221
12:57.7,0.0011441,0.437096767,1.606095611,-0.433988336,0.063404587,0.840711138
31:24.8,0.0011396,0.429747186,1.606095611,-0.426685878,0.063404588,0.841292333
56:42.3,0.0011369,0.350598249,1.606090375,-0.347711475,0.063404598,0.846812809
03:32.7,0.0011255,0.287124115,1.606076412,-0.28436475,0.063404613,0.851757327
28:50.2,0.0011169,0.210760724,1.606071176,-0.208189854,0.063404628,0.857276058
26:30.9,0.0011106,0.203404162,1.606076412,-0.200836782,0.063404631,0.858150468
31:01.9,0.001099,0.124028333,1.606072922,-0.12163025,0.063404648,0.86396416
19:25.1,0.001078,0.07219729,1.606071176,-0.06992138,0.063404658,0.868325737
07:48.3,0.0010606,0.01407259,1.606083394,-0.011929325,0.063404661,0.87268557
53:52.2,0.0010481,6.227996251,1.60609212,-6.226006576,0.063404669,0.877923303
21:29.0,0.0010264,6.162883252,1.606099102,-6.161026222,0.06340467,0.882576351
09:52.4,0.0010218,6.097705677,1.606102592,-6.095990018,0.063404627,0.886936183
28:19.6,0.0010256,6.098330505,1.606113064,-6.096759708,0.063404594,0.887533086
12:05.1,0.000961,5.996569083,1.606123536,-5.995096025,0.063404402,0.893643484
00:29.1,0.000964,5.933269481,1.606116555,-5.931862746,0.063404312,0.898010297
48:53.0,0.0009618,5.87813453,1.606111319,-5.876790627,0.063404296,0.90237013
55:43.9,0.0009318,5.800498795,1.606113064,-5.799254375,0.063404304,0.907319884
44:07.7,0.0009199,5.737471465,1.606104338,-5.736319547,0.06340431,0.911681461
11:45.0,0.0009037,5.663134401,1.606106083,-5.66206975,0.06340432,0.916338
00:08.7,0.0008808,5.592830794,1.606106083,-5.591825484,0.063404335,0.920701323
18:35.9,0.0008798,5.58191725,1.606107828,-5.580945101,0.063404335,0.921282518
02:21.1,0.0008855,5.497919789,1.606102592,-5.497041888,0.063404355,0.927385934
06:52.7,0.0008551,5.396685456,1.6061183,-5.395863406,0.063404372,0.933218824
34:29.9,0.000841,5.308518404,1.606128772,-5.307766167,0.063404384,0.937882344
13:43.5,0.0008408,5.306080179,1.606128772,-5.30537332,0.063404383,0.938173814
39:01.5,0.0008371,5.221288593,1.606132263,-5.220639331,0.063404394,0.943703017
06:38.7,0.0008323,5.151459715,1.606135753,-5.150836632,0.063404423,0.948371773
55:02.2,0.0008281,5.078506698,1.606137499,-5.077944702,0.063404439,0.952740332
43:25.9,0.0008264,5.005246502,1.606134008,-5.004698469,0.063404455,0.957107146
29:30.1,0.0008167,4.899844323,1.606132263,-4.899325961,0.063404489,0.962346624
36:20.7,0.0008058,4.805816455,1.606135753,-4.805270167,0.06340452,0.967305105
34:01.4,0.0008063,4.794662056,1.606135753,-4.794164637,0.06340452,0.968177769
38:32.7,0.0008016,4.691982591,1.606134008,-4.691441539,0.06340455,0.974001933
03:50.4,0.0008028,4.592153248,1.606139244,-4.591638376,0.06340457,0.979536372
31:27.4,0.0008013,4.487037303,1.606153207,-4.486449127,0.063404595,0.984206873
49:54.5,0.0008008,4.475662993,1.606153207,-4.475114959,0.063404594,0.984789813
33:39.4,0.0008007,4.374275071,1.606154952,-4.373650243,0.063404615,0.990903702
38:10.6,0.000809,4.263764313,1.606158443,-4.263094107,0.063404638,0.996731356
26:34.0,0.0008147,4.181356848,1.60617066,-4.180649989,0.063404643,1.001110387
17:17.0,0.0008075,4.105016146,1.606165424,-4.104249946,0.063404599,1.004601045
44:54.5,0.0008185,4.048940462,1.606167169,-4.048195207,0.063404478,1.009257584
58:43.5,0.0008152,3.985178349,1.606179387,-3.98444182,0.063404386,1.011599816
47:07.7,0.0008372,3.925041284,1.606182877,-3.924097061,0.063404304,1.015978847
35:31.7,0.0008323,3.852388463,1.606177641,-3.851327303,0.063404288,1.020357878
23:55.6,0.0008434,3.77622055,1.606181132,-3.775079104,0.0634043,1.024735164
10:00.3,0.0008528,3.691797228,1.606182877,-3.690578988,0.063404318,1.029983369
37:37.8,0.0008661,3.604132831,1.606167169,-3.602767983,0.063404341,1.034646889
07:34.4,0.0008798,3.552886473,1.606165424,-3.551477992,0.063404357,1.038435998
55:58.2,0.0008905,3.479683874,1.606163679,-3.478160201,0.063404378,1.042808048
44:22.0,0.0009073,3.406106028,1.606172405,-3.404460183,0.0634044,1.047185334
37:24.3,0.0009102,3.368759473,1.606174151,-3.367035088,0.063404416,1.0498138
23:28.7,0.00093,3.281648345,1.606184623,-3.27979655,0.063404441,1.055065495
51:06.0,0.0009314,3.213781217,1.606191604,-3.211803759,0.063404461,1.059734251
57:56.9,0.0009591,3.139599488,1.606209057,-3.137426553,0.063404493,1.064699713
55:37.6,0.0009588,3.127253028,1.606209057,-3.125113255,0.063404493,1.065575868
41:41.9,0.0009733,3.046721791,1.606217784,-3.044407485,0.063404526,1.0708328
30:05.5,0.0009903,2.992813807,1.606219529,-2.99033893,0.063404558,1.075218812
18:29.0,0.0010093,2.932884436,1.606226511,-2.930306585,0.063404585,1.079599589
23:00.3,0.0010332,2.84437879,1.606230001,-2.841603716,0.063404632,1.085442951
11:23.7,0.0010487,2.79274846,1.606236983,-2.789868667,0.063404662,1.089827218
20:33.4,0.0010584,2.755361762,1.606235237,-2.752469752,0.063404681,1.093911289
50:29.8,0.0010689,2.709164642,1.606233492,-2.70616093,0.063404676,1.097705634
38:54.0,0.0010876,2.660354764,1.606236983,-2.657249824,0.063404512,1.102081175
45:45.3,0.0011484,2.611773525,1.606243964,-2.608771558,0.063404322,1.107046637
22:39.9,0.0011337,2.586480213,1.606224765,-2.583225174,0.063404311,1.108209026
29:31.3,0.0011256,2.491302173,1.606224765,-2.487808024,0.063404294,1.113172742
34:03.1,0.0011299,2.413359259,1.606231747,-2.409741192,0.063404327,1.119016105
22:27.0,0.0011523,2.363095522,1.606245709,-2.359343064,0.063404353,1.123402117
31:37.2,0.0011464,2.307276402,1.606256181,-2.303461112,0.063404376,1.127501895
59:14.6,0.0011675,2.254670433,1.606264908,-2.250713772,0.063404393,1.132184614
36:08.9,0.0011672,2.237695361,1.606264908,-2.233754407,0.063404392,1.133353984
03:46.3,0.0011766,2.177827077,1.606261417,-2.173784894,0.063404404,1.138027976
31:23.6,0.0011871,2.125786594,1.606257927,-2.121622239,0.06340443,1.142705459
59:00.9,0.0011996,2.064090951,1.606252691,-2.059821875,0.063404455,1.14737596
03:32.4,0.0012107,1.998052928,1.606247455,-1.993689605,0.06340449,1.153219322
12:42.3,0.0012259,1.951775523,1.606238728,-1.947345877,0.063404515,1.157310374
21:52.3,0.001217,1.888639982,1.606240473,-1.884199865,0.063404541,1.161401425
54:07.9,0.0012226,1.852005521,1.606238728,-1.847533988,0.063404566,1.164321361
19:25.6,0.0012318,1.790561205,1.606250945,-1.786046038,0.063404598,1.169876744
07:48.9,0.0012324,1.739880334,1.606263163,-1.735354695,0.063404627,1.174264502
56:12.6,0.0012204,1.708909466,1.60627887,-1.704649118,0.063404512,1.178660986
05:23.2,0.0012087,1.61688,1.606287597,-1.612551584,0.063404391,1.182757274
53:47.8,0.0012717,1.576140525,1.606289342,-1.571827816,0.06340416,1.187145032
02:58.9,0.0012568,1.538704958,1.606280616,-1.534086817,0.063404046,1.191236084
51:23.1,0.0012539,1.49912089,1.60627887,-1.494439917,0.06340407,1.195622096
05:11.9,0.0012537,1.457950319,1.606268399,-1.453269346,0.063404094,1.197960837
53:35.8,0.0012541,1.424623257,1.606273635,-1.419971954,0.063404145,1.202345104
37:21.3,0.0012492,1.361751261,1.606282361,-1.357131374,0.063404204,1.208486918
07:17.9,0.0012533,1.312882042,1.60627887,-1.308321497,0.063404232,1.2122865
41:53.0,0.0012469,1.29309699,1.606284106,-1.288578332,0.063404252,1.21433028
48:43.8,0.0012467,1.237775288,1.60627887,-1.2333055,0.063404308,1.219304469
32:29.0,0.0012359,1.190091148,1.606280616,-1.185612633,0.063404358,1.225441046
41:39.1,0.001235,1.133076477,1.606277125,-1.128690465,0.06340438,1.229535589
50:49.0,0.0012323,1.082159987,1.606268399,-1.077850769,0.063404409,1.233630131
43:51.2,0.0012303,1.049890594,1.606271889,-1.045623264,0.063404421,1.236260342
27:36.2,0.0012207,0.983508741,1.606285852,-0.979321697,0.063404455,1.242409137
15:59.7,0.001214,0.932260639,1.606292833,-0.928164351,0.063404471,1.246805622
06:42.5,0.0012104,0.883632275,1.606291088,-0.879656415,0.06340448,1.250315479
